item	id	rating_raw	pred_min	pred	pred_new	pred_new_noLen	pred_new_noSem	pred_new_noDirPP	pred_new_noSem_noDirPP	z.DirObjWordLength	DirObjLettLength	DirectionalPP	Semantics	Variety	VerbPart	gender	native_english	grew_up	grew_up_region	lang_other_eng_bin	lang_other_eng	linguistics_course	education	Response	Variety_ord	Variety_rev_helm	Variety_custom	rating_st	z.DirObjLettLength	rating_c	z.pred_min	education_simple
A14	idab017	0	0.76156135609875	0.0137786041283392	0.16797371454418575	0.9280294020642439	0.05516332958582337	0.9698516097584938	0.9698516097584938	2.31419939577039	24	no	compositional	IndE	put away	female	NA	India	Jorhat, Assam	NA	NA	Yes	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	-1.3745842744915404	0.48237174967510205	-50	0.302959385930123	university
A14	a2	97	0.76156135609875	0.0137786041283392	0.16797371454418575	0.9280294020642439	0.05516332958582337	0.9698516097584938	0.9698516097584938	2.31419939577039	24	no	compositional	BrE	put away	male	Yes	Great Britain	London	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	1.1087915115971572	0.48237174967510205	47	0.302959385930123	postgraduate
A14	a6	32.5	0.76156135609875	0.0137786041283392	0.16797371454418575	0.9280294020642439	0.05516332958582337	0.9698516097584938	0.9698516097584938	2.31419939577039	24	no	compositional	BrE	put away	male	Yes	Great Britain	West Midlands	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	-0.5425253770906882	0.48237174967510205	-17.5	0.302959385930123	university
A14	a22	25	0.76156135609875	0.0137786041283392	0.16797371454418575	0.9280294020642439	0.05516332958582337	0.9698516097584938	0.9698516097584938	2.31419939577039	24	no	compositional	BrE	put away	female	Yes	Great Britain	London	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	-0.7345389687985772	0.48237174967510205	-25	0.302959385930123	postgraduate
B10	idb006	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	male	NA	India	Pune	NA	NA	Yes	higher education (master degree or higher)	Discontinuous	IndE	IndE	IndE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	postgraduate
B10	id007	16	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	male	NA	India	Rourkela, Odisha	NA	NA	No	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	-0.964955278848044	-0.4293625806007314	-34	0.21929198706624697	university
B10	b1	99.5	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	england	No	NA	No	secondary education	Discontinuous	BrE	BrE	BrE	1.1727960421664534	-0.4293625806007314	49.5	0.21929198706624697	no_university
B10	b9	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	female	Yes	Great Britain	Scotland	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	university
B10	b10	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	Durham	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	postgraduate
B10	b12	94	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	female	Yes	Ireland	Northern Ireland	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.0319860749140015	-0.4293625806007314	44	0.21929198706624697	university
B10	b13	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	Nottinghamshire	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	university
B10	idb008	73	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	female	NA	India	Gidderbaha, Punjab	NA	NA	Yes	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	0.4943480181319123	-0.4293625806007314	23	0.21929198706624697	university
B10	idb009	99.5	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	male	NA	India	Pune, Maharasthra, India	NA	NA	No	higher education (master degree or higher)	Discontinuous	IndE	IndE	IndE	1.1727960421664534	-0.4293625806007314	49.5	0.21929198706624697	postgraduate
B10	idb011	91.5	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	male	NA	India	Ahemdabad	NA	NA	Yes	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	0.9679815443447052	-0.4293625806007314	41.5	0.21929198706624697	university
B10	idb012	87.5	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	female	NA	India	Pune	NA	NA	Yes	higher education (master degree or higher)	Discontinuous	IndE	IndE	IndE	0.865574295433831	-0.4293625806007314	37.5	0.21929198706624697	postgraduate
B10	idb013	95	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	female	NA	India	city	NA	NA	No	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	1.05758788714172	-0.4293625806007314	45	0.21929198706624697	university
B10	idb014	85	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	female	NA	India	PUNE	NA	NA	No	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	0.8015697648645347	-0.4293625806007314	35	0.21929198706624697	university
B10	b5	75	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	London	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	0.5455516425873495	-0.4293625806007314	25	0.21929198706624697	university
B10	b14	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	Cambridgeshire	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	postgraduate
B10	b4	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	female	Yes	Great Britain	Liverpool	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	university
B10	idb001	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	female	NA	India	Hyderabad	NA	NA	No	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	university
B10	idb003	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	male	NA	India	Vijayawada, Andhra Pradesh	NA	NA	Yes	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	university
B10	idb005	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	male	NA	India	NORTH EAST	NA	NA	No	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	university
B10	b31	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	Cardiff, Wales 	No	NA	No	secondary education	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	no_university
B10	b15	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	female	Yes	Great Britain	Kent	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	postgraduate
B10	b17	27.5	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	nottingham	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	-0.6705344382292808	-0.4293625806007314	-22.5	0.21929198706624697	university
B10	b7	88.5	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	Shropshire	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	0.8911761076615495	-0.4293625806007314	38.5	0.21929198706624697	university
B10	b23	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	Ipswich	No	NA	No	secondary education	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	no_university
B10	b16	89.5	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	Chester	No	NA	No	secondary education	Discontinuous	BrE	BrE	BrE	0.916777919889268	-0.4293625806007314	39.5	0.21929198706624697	no_university
B10	id032	86	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	male	NA	India	Chennai, Tamilnadu	NA	NA	Yes	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	0.8271715770922532	-0.4293625806007314	36	0.21929198706624697	university
B10	id033	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	female	NA	India	karnataka	NA	NA	No	higher education (master degree or higher)	Discontinuous	IndE	IndE	IndE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	postgraduate
B10	id034	96	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	male	NA	India	Kolkata, West Bengal	NA	NA	No	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	1.0831896993694385	-0.4293625806007314	46	0.21929198706624697	university
B10	idb016	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	male	NA	India	All over India, mostly in the states of Rajasthan, Jammu & Kashmir, and Maharashtra.	NA	NA	Yes	secondary education (class 10-12)	Discontinuous	IndE	IndE	IndE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	no_university
B10	idb017	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	female	NA	India	Delhi NCR	NA	NA	No	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	university
B10	idb019	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	female	NA	India	Pune	NA	NA	Yes	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	university
B10	idb020	99	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	male	NA	India	Moradabad, Uttar Pradesh	NA	NA	No	higher education (master degree or higher)	Discontinuous	IndE	IndE	IndE	1.1599951360525942	-0.4293625806007314	49	0.21929198706624697	postgraduate
B10	idb021	0	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	female	NA	India	Punjab	NA	NA	Yes	higher education (master degree or higher)	Discontinuous	IndE	IndE	IndE	-1.3745842744915404	-0.4293625806007314	-50	0.21929198706624697	postgraduate
B10	b29	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	brighton	No	no	No	secondary education	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	no_university
B10	b34	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	Surrey	No	NA	No	secondary education	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	no_university
B10	b43	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	Aberdeen	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	postgraduate
B10	b44	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	female	Yes	Great Britain	Derby	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	university
B10	b28	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	female	Yes	Great Britain	Cambridge	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	university
B10	b26	96.5	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	norwich	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.0959906054832977	-0.4293625806007314	46.5	0.21929198706624697	university
B10	b41	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Ireland	Armagh	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	postgraduate
B10	idb015	97	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	female	NA	India	Pune in State of Maharashtra	NA	NA	No	higher education (master degree or higher)	Discontinuous	IndE	IndE	IndE	1.1087915115971572	-0.4293625806007314	47	0.21929198706624697	postgraduate
B10	b45	88.5	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	London	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	0.8911761076615495	-0.4293625806007314	38.5	0.21929198706624697	university
B10	b25	94	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	London	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.0319860749140015	-0.4293625806007314	44	0.21929198706624697	university
B10	b46	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	Essex	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	university
B10	b40	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	hertfordshire	No	NA	No	secondary education	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	no_university
B10	b38	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	London	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	university
B10	idb022	94.5	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	male	NA	India	Delhi	NA	NA	Yes	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	1.0447869810278607	-0.4293625806007314	44.5	0.21929198706624697	university
B10	idb023	85	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	female	NA	India	Delhi	NA	NA	Yes	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	0.8015697648645347	-0.4293625806007314	35	0.21929198706624697	university
B10	idb024	97	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	female	NA	India	Delhi	NA	NA	No	higher education (master degree or higher)	Discontinuous	IndE	IndE	IndE	1.1087915115971572	-0.4293625806007314	47	0.21929198706624697	postgraduate
B10	idb025	82.5	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	male	NA	India	Ahmedabad	NA	NA	No	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	0.7375652342952383	-0.4293625806007314	32.5	0.21929198706624697	university
B10	idb026	91.5	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	female	NA	India	Mumbai	NA	NA	Yes	higher education (master degree or higher)	Discontinuous	IndE	IndE	IndE	0.9679815443447052	-0.4293625806007314	41.5	0.21929198706624697	postgraduate
B10	id027	98.5	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	female	NA	India	MYSORE, KARNATAKA	NA	NA	No	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	1.1471942299387348	-0.4293625806007314	48.5	0.21929198706624697	university
B10	id029	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	female	NA	India	Andhra Pradesh	NA	NA	No	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	university
B10	id031	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	IndE	keep up	male	NA	India	Delhi	NA	NA	No	higher education (bachelor degree)	Discontinuous	IndE	IndE	IndE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	university
B10	b37	99.5	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	male	Yes	Great Britain	Middlesbrough	No	n/a	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1727960421664534	-0.4293625806007314	49.5	0.21929198706624697	university
B10	b24	100	0.588371562424205	0.799284546847801	1.1292396275300827	0.6140965922842827	1.0159951346922491	1.198804687517768	1.198804687517768	-0.685800604229607	8	no	compositional	BrE	keep up	female	Yes	Great Britain	Glasgow	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.21929198706624697	university
B8	b25	91	2.06431568125855	2.18406809819512	2.4564514947271046	2.0275214406614612	2.3956667853417795	2.558768687678886	2.558768687678886	-0.685800604229607	8	no	compositional	BrE	keep down	male	Yes	Great Britain	London	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	0.9551806382308459	-0.4293625806007314	41	0.5959890918899666	university
B8	b26	100	2.06431568125855	2.18406809819512	2.4564514947271046	2.0275214406614612	2.3956667853417795	2.558768687678886	2.558768687678886	-0.685800604229607	8	no	compositional	BrE	keep down	male	Yes	Great Britain	norwich	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.5959890918899666	university
B8	b37	100	2.06431568125855	2.18406809819512	2.4564514947271046	2.0275214406614612	2.3956667853417795	2.558768687678886	2.558768687678886	-0.685800604229607	8	no	compositional	BrE	keep down	male	Yes	Great Britain	Middlesbrough	No	n/a	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.5959890918899666	university
B8	b38	100	2.06431568125855	2.18406809819512	2.4564514947271046	2.0275214406614612	2.3956667853417795	2.558768687678886	2.558768687678886	-0.685800604229607	8	no	compositional	BrE	keep down	male	Yes	Great Britain	London	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.5959890918899666	university
B8	b24	100	2.06431568125855	2.18406809819512	2.4564514947271046	2.0275214406614612	2.3956667853417795	2.558768687678886	2.558768687678886	-0.685800604229607	8	no	compositional	BrE	keep down	female	Yes	Great Britain	Glasgow	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.5959890918899666	university
B8	b31	100	2.06431568125855	2.18406809819512	2.4564514947271046	2.0275214406614612	2.3956667853417795	2.558768687678886	2.558768687678886	-0.685800604229607	8	no	compositional	BrE	keep down	male	Yes	Great Britain	Cardiff, Wales 	No	NA	No	secondary education	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.5959890918899666	no_university
B8	b45	84	2.06431568125855	2.18406809819512	2.4564514947271046	2.0275214406614612	2.3956667853417795	2.558768687678886	2.558768687678886	-0.685800604229607	8	no	compositional	BrE	keep down	male	Yes	Great Britain	London	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	0.7759679526368162	-0.4293625806007314	34	0.5959890918899666	university
B8	b29	100	2.06431568125855	2.18406809819512	2.4564514947271046	2.0275214406614612	2.3956667853417795	2.558768687678886	2.558768687678886	-0.685800604229607	8	no	compositional	BrE	keep down	male	Yes	Great Britain	brighton	No	no	No	secondary education	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.5959890918899666	no_university
B8	b7	72.5	2.06431568125855	2.18406809819512	2.4564514947271046	2.0275214406614612	2.3956667853417795	2.558768687678886	2.558768687678886	-0.685800604229607	8	no	compositional	BrE	keep down	male	Yes	Great Britain	Shropshire	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	0.48154711201805306	-0.4293625806007314	22.5	0.5959890918899666	university
B8	b1	91	2.06431568125855	2.18406809819512	2.4564514947271046	2.0275214406614612	2.3956667853417795	2.558768687678886	2.558768687678886	-0.685800604229607	8	no	compositional	BrE	keep down	male	Yes	Great Britain	england	No	NA	No	secondary education	Discontinuous	BrE	BrE	BrE	0.9551806382308459	-0.4293625806007314	41	0.5959890918899666	no_university
B8	b5	100	2.06431568125855	2.18406809819512	2.4564514947271046	2.0275214406614612	2.3956667853417795	2.558768687678886	2.558768687678886	-0.685800604229607	8	no	compositional	BrE	keep down	male	Yes	Great Britain	London	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.5959890918899666	university
B8	b12	95.5	2.06431568125855	2.18406809819512	2.4564514947271046	2.0275214406614612	2.3956667853417795	2.558768687678886	2.558768687678886	-0.685800604229607	8	no	compositional	BrE	keep down	female	Yes	Ireland	Northern Ireland	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.0703887932555793	-0.4293625806007314	45.5	0.5959890918899666	university
B8	b9	100	2.06431568125855	2.18406809819512	2.4564514947271046	2.0275214406614612	2.3956667853417795	2.558768687678886	2.558768687678886	-0.685800604229607	8	no	compositional	BrE	keep down	female	Yes	Great Britain	Scotland	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.5959890918899666	university
B8	b10	100	2.06431568125855	2.18406809819512	2.4564514947271046	2.0275214406614612	2.3956667853417795	2.558768687678886	2.558768687678886	-0.685800604229607	8	no	compositional	BrE	keep down	male	Yes	Great Britain	Durham	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.5959890918899666	postgraduate
B8	b28	100	2.06431568125855	2.18406809819512	2.4564514947271046	2.0275214406614612	2.3956667853417795	2.558768687678886	2.558768687678886	-0.685800604229607	8	no	compositional	BrE	keep down	female	Yes	Great Britain	Cambridge	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.4293625806007314	50	0.5959890918899666	university
